"","symbol","log2FoldChange","pvalue","padj"
"ENSG00000113552","GNPDA1",-0.575444951479879,3.85090651641638e-07,0.00861409278657179
"ENSG00000019186","CYP24A1",-4.32469329725725,3.94459544354107e-07,0.00882366554765702
"ENSG00000017483","SLC38A5",-1.00553666881533,3.9628840221056e-07,0.00886457526904802
"ENSG00000124608","AARS2",-0.789612655780087,4.00773489017128e-07,0.00896490217582413
"ENSG00000100266","PACSIN2",0.567019255320363,4.13103044527945e-07,0.00924070200304559
"ENSG00000134013","LOXL2",-0.788568220903076,4.16528179415208e-07,0.00931731884533879
"ENSG00000162341","TPCN2",0.593295040438261,4.17255012203983e-07,0.00933357736799089
"ENSG00000143416","SELENBP1",-0.664152144822808,4.19377279710288e-07,0.00938105036983942
"ENSG00000078699","CBFA2T2",-0.57946007498565,4.19897533645615e-07,0.00939268793011875
"ENSG00000186073","CDIN1",-0.663756242834056,4.20748789937186e-07,0.00941172968210492
"ENSG00000080573","COL5A3",0.907458683074376,4.24003480017101e-07,0.00948453384450253
"ENSG00000147100","SLC16A2",-0.471611102567742,4.31016666932845e-07,0.0096414118226208
"ENSG00000070808","CAMK2A",-2.31351241121906,4.31270383627647e-07,0.00964708721136683
"ENSG00000048540","LMO3",1.39555421819371,4.33334141311198e-07,0.0096932514069902
"ENSG00000150594","ADRA2A",-2.10435550172671,4.34678328966497e-07,0.00972331954065157
"ENSG00000165895","ARHGAP42",-1.38257229243989,4.35080684898715e-07,0.00973231984049935
"ENSG00000153721","CNKSR3",-0.732298029785289,4.37499887988241e-07,0.00978643499440896
"ENSG00000110400","NECTIN1",-0.905204221480819,4.38272278758424e-07,0.00980371260354719
"ENSG00000132589","FLOT2",0.477531470307389,4.39569812876343e-07,0.00983273714423091
"ENSG00000113441","LNPEP",0.514156508714255,4.4421960643245e-07,0.00993674837628747
"ENSG00000198121","LPAR1",0.499483405521994,4.49732776884608e-07,0.0100600724861318
"ENSG00000010256","UQCRC1",0.472177363449236,4.51756667571738e-07,0.0101053448969122
"ENSG00000186480","INSIG1",-0.970974138823887,4.52704435051678e-07,0.010126545507671
"ENSG00000185418","TARS3",-0.801483582639428,4.56510786701861e-07,0.0102116897877339
"ENSG00000172974",NA,0.53699283207065,4.61930106113048e-07,0.0103329145436428
"ENSG00000146281","PM20D2",0.583852680530934,4.64094145864164e-07,0.0103813219488355
"ENSG00000106211","HSPB1",0.479412633963129,4.64470924858714e-07,0.0103897501181646
"ENSG00000101079","NDRG3",-0.524139661289752,4.64688620280054e-07,0.0103946197470445
"ENSG00000170802","FOXN2",0.904768726099579,4.68946969039539e-07,0.0104898747504454
"ENSG00000203727","SAMD5",-1.05403873289485,4.71014303904555e-07,0.010536118964041
"ENSG00000165124","SVEP1",0.657644761629298,4.76180558513185e-07,0.0106516829133814
"ENSG00000189339","SLC35E2B",-0.439946738818598,4.78787719037858e-07,0.0107100024871578
"ENSG00000162512","SDC3",-0.480651339841994,4.83635626783539e-07,0.010818445335521
"ENSG00000151917","BEND6",-0.644867624594624,4.85050102943887e-07,0.0108500857527518
"ENSG00000147274","RBMX",-0.483458492752432,4.91539437340277e-07,0.0109952456738647
"ENSG00000136193","SCRN1",0.429647342262168,4.94641653662123e-07,0.011064639150768
"ENSG00000177663","IL17RA",0.483402788447333,4.99443457785294e-07,0.0111720507071992
"ENSG00000215700",NA,0.416345403720976,5.086540489419e-07,0.0113780824207814
"ENSG00000071564","TCF3",-0.471513980841452,5.16262721131751e-07,0.0115482808089961
"ENSG00000176890","TYMS",-0.973256875706563,5.1655855365205e-07,0.0115548982866427
"ENSG00000267023",NA,-0.542220044186613,5.19305950432418e-07,0.0116163548052228
"ENSG00000164574","GALNT10",0.450582632456598,5.20539916498739e-07,0.0116439573921603
"ENSG00000079432","CIC",-0.462207729410554,5.21207055682865e-07,0.01165888062857
"ENSG00000137124","ALDH1B1",0.960754907860007,5.22572618232886e-07,0.0116894268972514
"ENSG00000198736","MSRB1",0.692682338525822,5.32089918197639e-07,0.011902319380163
"ENSG00000108700","CCL8",-4.03824381200781,5.4464467289476e-07,0.0121831566879829
"ENSG00000101938","CHRDL1",1.0445791886514,5.52541067036094e-07,0.0123597911285304
"ENSG00000122420","PTGFR",-0.678362687663507,5.57426289230391e-07,0.0124690686637946
"ENSG00000129484","PARP2",-0.768130085262127,5.61612594932192e-07,0.0125627121360382
"ENSG00000151612","ZNF827",-0.526858728802052,5.62935837633317e-07,0.0125923117520197
"ENSG00000149212","SESN3",-0.543115856208455,5.76675515801354e-07,0.0128996546129605
"ENSG00000179300","RTL3",3.62306283106715,5.81688413145145e-07,0.0130117881136438
"ENSG00000100647","SUSD6",0.656482566971542,5.88677874287133e-07,0.0131681353699289
"ENSG00000125945","ZNF436",-0.503446278692419,6.02925327487597e-07,0.0134868366505701
"ENSG00000167797","CDK2AP2",0.861566997921391,6.03643545111386e-07,0.0135029024605966
"ENSG00000151151","IPMK",0.649133715689942,6.09542316575578e-07,0.0136348520794791
"ENSG00000179954","SSC5D",-0.550248877155335,6.11591604675479e-07,0.0136806926049858
"ENSG00000139436","GIT2",0.512112942891748,6.15152588104825e-07,0.0137603482433168
"ENSG00000150977","RILPL2",0.540376631922197,6.18687925060766e-07,0.0138394301956843
"ENSG00000164985","PSIP1",-0.467785399570176,6.22227281912612e-07,0.0139186020691032
"ENSG00000080815","PSEN1",0.510682727946997,6.23440239524838e-07,0.0139457347179311
"ENSG00000118507","AKAP7",1.02860594255812,6.29331473181176e-07,0.0140775157235897
"ENSG00000140682","TGFB1I1",0.620472198602243,6.34032674075192e-07,0.014182676886388
"ENSG00000135604","STX11",2.39312699947498,6.3461718264615e-07,0.0141957517586117
"ENSG00000136270","TBRG4",0.520300651349448,6.40088032810192e-07,0.0143181292059312
"ENSG00000189266","PNRC2",0.414136022224686,6.46991888325976e-07,0.0144725615499638
"ENSG00000171604","CXXC5",-0.578519197245519,6.65396784442619e-07,0.0148842606711969
"ENSG00000132256","TRIM5",-0.607197315700845,6.72125030080793e-07,0.0150347647978773
"ENSG00000160408","ST6GALNAC6",0.401126765581537,6.72961517384464e-07,0.0150534761823731
"ENSG00000087191","PSMC5",0.473730561502314,6.73074482186304e-07,0.0150560030920254
"ENSG00000172123","SLFN12",0.654812372547479,6.76895011387785e-07,0.0151414645097334
"ENSG00000085719","CPNE3",0.421519037638501,6.88331198460576e-07,0.0153972805783646
"ENSG00000101782","RIOK3",0.533084498501172,6.93948580742037e-07,0.0155229358026186
"ENSG00000166949","SMAD3",-0.383575040118525,6.97871443820403e-07,0.0156106863268186
"ENSG00000160145","KALRN",-1.62953260130528,7.01417187203464e-07,0.0156900010605543
"ENSG00000171385","KCND3",1.45048902661429,7.01498177495145e-07,0.0156918127323889
"ENSG00000134853","PDGFRA",0.559471514803454,7.05515226608078e-07,0.0157816701039961
"ENSG00000224389","C4B",-0.591777644458214,7.11343116096139e-07,0.0159120341639545
"ENSG00000130311","DDA1",0.518857387134917,7.14382153762691e-07,0.0159800143975176
"ENSG00000198833","UBE2J1",0.429991769090538,7.23035168175884e-07,0.0161735736769263
"ENSG00000112276","POPDC1",0.569788070113549,7.27177617062562e-07,0.0162662361160725
"ENSG00000106483","SFRP4",-1.10644698877299,7.32627494380913e-07,0.0163881444218066
"ENSG00000259673","IQCH-AS1",0.944973023833632,7.36131468272559e-07,0.0164665248137889
"ENSG00000244405","ETV5",0.801374817288392,7.39655189178297e-07,0.0165453469267293
"ENSG00000170017","ALCAM",0.785826546804436,7.49943590537296e-07,0.0167754881767288
"ENSG00000171189","GRIK1",1.92235819267137,7.57078939132579e-07,0.0169350987894567
"ENSG00000107882","SUFU",-0.493855451147052,7.65289063020517e-07,0.0171187510507059
"ENSG00000107929","LARP4B",0.58288412339629,7.71747327994747e-07,0.0172632159799145
"ENSG00000168092","PAFAH1B2",0.481127610492387,7.80639039830032e-07,0.017462114681958
"ENSG00000082458","DLG3",-0.661452670820691,7.9239876558412e-07,0.0177251679873512
"ENSG00000131437","KIF3A",-0.608353689761955,7.9269547673763e-07,0.017731805119144
"ENSG00000140564","FURIN",0.49635797856394,7.95098674945153e-07,0.0177855622598481
"ENSG00000153443","UBALD1",0.633880923755556,7.97271947436489e-07,0.0178341761922068
"ENSG00000145386","CCNA2",0.944297066974395,8.18558090658378e-07,0.0183103259299373
"ENSG00000108840","HDAC5",0.565678733524781,8.34437415974165e-07,0.0186655305579261
"ENSG00000135424","ITGA7",-0.476675891490433,8.4241716332421e-07,0.0188440295263993
"ENSG00000116128","BCL9",-0.547269201245189,8.46625118711267e-07,0.0189381572804523
"ENSG00000164929","BAALC",-1.3762346980319,8.59819213679275e-07,0.0192332959907917
"ENSG00000145681","HAPLN1",0.671652723991069,8.64745347890808e-07,0.0193434886869695
"ENSG00000163812","ZDHHC3",0.499840704647742,8.65009447821196e-07,0.0193493963383123
"ENSG00000123104","ITPR2",0.844449042928207,8.76360051427994e-07,0.0196032979903928
"ENSG00000157657","ZNF618",-0.676815574588039,8.89884776011181e-07,0.0199058325545941
"ENSG00000272761",NA,0.486697449728012,9.00669955570062e-07,0.0201470862361467
"ENSG00000162458","FBLIM1",0.467978292421845,9.41004600565684e-07,0.0210493319100538
"ENSG00000175745","NR2F1",-0.467221033053364,9.42147357341273e-07,0.0210748942363669
"ENSG00000154027","AK5",0.899592904414743,9.44306226754336e-07,0.0211231859862678
"ENSG00000163399","ATP1A1",0.405178781602403,9.44722218349873e-07,0.0211324913022683
"ENSG00000167771","RCOR2",-1.46328007666821,9.53930879807867e-07,0.0213384798504222
"ENSG00000041982","TNC",-0.810848458133171,9.58638980170752e-07,0.0214437953474395
"ENSG00000188452","CERKL",0.644120966165034,9.63268873220292e-07,0.0215473614250647
"ENSG00000125676","THOC2",0.651086094756984,9.66017208532521e-07,0.021608838937664
"ENSG00000100600","LGMN",0.495537884730246,9.70662816068559e-07,0.0217127565326376
"ENSG00000136379","ABHD17C",0.603874889794698,9.72871503393511e-07,0.0217621626594094
"ENSG00000184227","ACOT1",0.859625969446829,9.78916574909186e-07,0.0218973848641436
"ENSG00000176390","CRLF3",0.740370605673339,9.86083148654313e-07,0.0220576939522483
"ENSG00000174807","CD248",-0.779248990374785,9.89801811042846e-07,0.0221408767112174
"ENSG00000143106","PSMA5",0.464492277688496,1.01309956542018e-06,0.0226620241788839
"ENSG00000170242","USP47",0.475093011175349,1.01989552670476e-06,0.0228140430368589
"ENSG00000130584","ZBTB46",-0.766048975638191,1.04552703016351e-06,0.0233873941377275
"ENSG00000096384","HSP90AB1",-0.369971398157857,1.07108904444269e-06,0.0239591908351384
"ENSG00000167291","TBC1D16",0.543343907325185,1.07356515562049e-06,0.0240145789660747
"ENSG00000142279","WTIP",0.644129762731986,1.07516582439847e-06,0.0240503843259694
"ENSG00000072571","HMMR",1.56019390041401,1.08399573092573e-06,0.0242479005050777
"ENSG00000105137","SYDE1",0.525646502937635,1.08979596945023e-06,0.0243776460406323
"ENSG00000154813","DPH3",0.465009874507969,1.14792218408387e-06,0.0256778713357721
"ENSG00000151893","CACUL1",0.624564925869539,1.16158611640713e-06,0.025983519837911
"ENSG00000186918","ZNF395",0.775504325704937,1.1664537046557e-06,0.0260924029194432
"ENSG00000080493","SLC4A4",-0.810439040755708,1.16859174428271e-06,0.02614022872786
"ENSG00000137343","ATAT1",-0.785941592496801,1.19003062764988e-06,0.0266197951099001
"ENSG00000166401","SERPINB8",0.640312866923075,1.19331531195634e-06,0.0266932702131513
"ENSG00000112320","SOBP",-0.9516758630851,1.20730593289407e-06,0.0270062264129075
"ENSG00000123411","IKZF4",-0.656771351640629,1.21050395933751e-06,0.0270777630664207
"ENSG00000121879","PIK3CA",0.584606926233818,1.22394334603036e-06,0.0273783887073531
"ENSG00000129038","LOXL1",-0.523353064945099,1.2369560057555e-06,0.0276694688927448
"ENSG00000197771","MCMBP",0.452789863043901,1.28849007577942e-06,0.0288222345051099
"ENSG00000198793","MTOR",0.679956889004676,1.30289196922544e-06,0.029144390459604
"ENSG00000166526","ZNF3",-0.57884814951343,1.32214648444161e-06,0.0295750947104743
"ENSG00000142002","DPP9",0.44286204880869,1.32964558234213e-06,0.0297428420314112
"ENSG00000107611","CUBN",-1.53798928655878,1.3707680354405e-06,0.0306627101847685
"ENSG00000108829","LRRC59",0.48454257263655,1.37425973993652e-06,0.0307408161226401
"ENSG00000166681","BEX3",0.387696568747706,1.37548732854278e-06,0.0307682760521735
"ENSG00000173947","CIMAP3",-1.20518351406712,1.39672279182696e-06,0.0312432921303772
"ENSG00000147475","ERLIN2",-0.408217447938478,1.41021766746979e-06,0.0315451590036318
"ENSG00000171824","EXOSC10",0.651008750613405,1.4545107402764e-06,0.0325359507492429
"ENSG00000100304","TTLL12",0.553128791506336,1.45498670007827e-06,0.0325465974940507
"ENSG00000101384","JAG1",-0.526272726792617,1.4885246838768e-06,0.0332968086536401
"ENSG00000116005","PCYOX1",0.435710663629869,1.50596872733622e-06,0.033687014461784
"ENSG00000065717","TLE2",0.769387634546571,1.54026569764578e-06,0.0344542033906384
"ENSG00000096968","JAK2",0.780431105282321,1.54477527681269e-06,0.0345550781670231
"ENSG00000124226","RNF114",-0.461200470045585,1.54922181710328e-06,0.0346545428267833
"ENSG00000141522","ARHGDIA",0.454564205769227,1.56983136020926e-06,0.0351155576965209
"ENSG00000188483","IER5L",-0.701772955777398,1.57005451525603e-06,0.0351205494517622
"ENSG00000000971","CFH",0.426424557319088,1.57265558489929e-06,0.0351787327786123
"ENSG00000213949","ITGA1",0.621967573593287,1.58298073445176e-06,0.0354096960489515
"ENSG00000177425","PAWR",0.897332371726204,1.58881372069124e-06,0.0355401741181425
"ENSG00000168874","ATOH8",0.668948475924459,1.60179756160361e-06,0.0358306096555111
"ENSG00000044090","CUL7",-0.509585126884479,1.60590919770044e-06,0.035922582843361
"ENSG00000085511","MAP3K4",-0.54196486503225,1.61427000953515e-06,0.0361096058432918
"ENSG00000180155","LYNX1",-0.458578163021483,1.66853999342868e-06,0.0373235711130062
"ENSG00000156162","DPY19L4",0.457974304876652,1.67548728939078e-06,0.0374789751763824
"ENSG00000117479","SLC19A2",0.996820443368427,1.69288169964995e-06,0.0378680707394697
"ENSG00000211448","DIO2",1.69045331730781,1.70170702817924e-06,0.0380654845133415
"ENSG00000182836","PLCXD3",3.16619606971032,1.70206166733995e-06,0.0380734174367274
"ENSG00000101558","VAPA",0.497591760719757,1.72074343444161e-06,0.0384913098850243
"ENSG00000144827","ABHD10",-0.624485795422436,1.7415436205978e-06,0.0389565892491522
"ENSG00000145687","SSBP2",-0.708959172665872,1.74945304424772e-06,0.0391335151467773
"ENSG00000103222","ABCC1",-0.405113117885117,1.75046156654807e-06,0.0391560747821138
"ENSG00000157445","CACNA2D3",-0.918132400008947,1.82968791178252e-06,0.0409282888986631
"ENSG00000198668","CALM1",0.433623619253397,1.83947069691962e-06,0.041147120019395
"ENSG00000130150","MOSPD2",0.682091805887346,1.85087137302149e-06,0.0414021417431176
"ENSG00000164692","COL1A2",-0.434137631052718,1.85139131208691e-06,0.041413772260072
"ENSG00000085415","SEH1L",0.674952040970758,1.85844203381011e-06,0.0415714898542984
"ENSG00000224259","LINC01133",-0.859733141838551,1.86321303023309e-06,0.0416782122732841
"ENSG00000148516","ZEB1",0.403379494166562,1.86406021184917e-06,0.0416971628788542
"ENSG00000136235","GPNMB",-0.403956994982065,1.90527006178284e-06,0.0426189860120204
"ENSG00000167995","BEST1",-0.743544919359661,1.93644164483392e-06,0.04331626315329
"ENSG00000106086","PLEKHA8",0.674760510453512,1.93777542369477e-06,0.0433460984526282
"ENSG00000165105","RASEF",-1.95371423595399,1.95884142070991e-06,0.0438173237398601
"ENSG00000233280",NA,-0.652113248319715,1.96083822053485e-06,0.0438619901551441
"ENSG00000247903",NA,0.961998962773727,1.98638256038336e-06,0.0444333914932154
"ENSG00000220785",NA,-0.633075924112179,2.00841263782056e-06,0.0449261822954082
"ENSG00000244490",NA,1.15555993693359,2.01076013796469e-06,0.0449786935261323
"ENSG00000171862","PTEN",-0.398947137844443,2.01546990935828e-06,0.0450840464024354
"ENSG00000119537","KDSR",0.581517431253986,2.03602307570835e-06,0.0455438001805202
"ENSG00000244731","C4A",-0.568325336400756,2.06489516988245e-06,0.0461896400551005
"ENSG00000206384","COL6A6",-0.806479573751603,2.08020571453362e-06,0.0465321216284026
"ENSG00000145623","OSMR",0.46197159128348,2.08204429727912e-06,0.0465732488858366
"ENSG00000139946","PELI2",-0.67912371011261,2.11287175929277e-06,0.0472628283836199
"ENSG00000083097","DOP1A",-0.625256005090074,2.11512394843322e-06,0.0473132076025027
"ENSG00000006451","RALA",-0.557671181082179,2.1174202875201e-06,0.0473645744115371
"ENSG00000115828","QPCT",1.17818868879323,2.13048348192173e-06,0.0476567850071072
"ENSG00000075975","MKRN2",0.489608605562751,2.1606174054508e-06,0.048330850742529
"ENSG00000100767","PAPLN",1.01317576221843,2.27060929525806e-06,0.0507912593256276
"ENSG00000108582","CPD",0.547394994226433,2.28402139471598e-06,0.0510912745784018
"ENSG00000206527","HACD2",0.60657203311634,2.29918600024149e-06,0.051430491639402
"ENSG00000160256","SLX9",0.949363718004341,2.30528225817369e-06,0.0515668588330872
"ENSG00000137821","LRRC49",-0.640858327758468,2.31860819884584e-06,0.0518649467999826
"ENSG00000143067","ZNF697",-0.752173252577999,2.31994188267688e-06,0.0518947799735992
"ENSG00000186470","BTN3A2",-0.537376318355355,2.33135358442545e-06,0.0521500483300128
"ENSG00000150990","DHX37",0.604608162918885,2.33196985033708e-06,0.0521638335821901
"ENSG00000028137","TNFRSF1B",0.848907988287899,2.34934500876401e-06,0.0525524985010421
"ENSG00000119408","NEK6",-0.582340896100237,2.35134855614333e-06,0.0525973158523702
"ENSG00000197496","SLC2A10",0.485291027043886,2.35576653706559e-06,0.0526961416676202
"ENSG00000124486","USP9X",0.411581433966606,2.38589931426476e-06,0.0533701817607885
"ENSG00000065833","ME1",-0.6447766157955,2.41382321171923e-06,0.0539948114229474
"ENSG00000143753","DEGS1",0.390582130152147,2.47237834521608e-06,0.0553046312041386
"ENSG00000167657","DAPK3",0.426895430988101,2.49175147988212e-06,0.0557379888534832
"ENSG00000129048","ACKR4",-1.45355212143574,2.50208369857624e-06,0.0559691102534519
"ENSG00000172301","COPRS",-0.539185393377729,2.5029799377682e-06,0.0559891582279368
"ENSG00000185551","NR2F2",0.773503800066176,2.56373697611022e-06,0.0573482324186096
"ENSG00000132199","ENOSF1",-0.743578521182199,2.58982505306796e-06,0.0579317966120773
"ENSG00000066468","FGFR2",-2.14807626164742,2.65035741663619e-06,0.0592858450527349
"ENSG00000197879","MYO1C",0.524971519874781,2.65324079055705e-06,0.0593503432439707
"ENSG00000105971","CAV2",0.607676573445685,2.68891856923556e-06,0.0601484194752302
"ENSG00000078269","SYNJ2",-0.650471316324354,2.70674379985841e-06,0.0605471520590328
"ENSG00000204072",NA,-0.57230391751169,2.76848763065748e-06,0.0619282998101772
"ENSG00000154736","ADAMTS5",2.29279842529852,2.7690793376028e-06,0.0619415357028371
"ENSG00000156931","VPS8",-0.487262425701835,2.79978002461745e-06,0.0626282793706678
"ENSG00000197121","PGAP1",-0.608026257441661,2.82976894087197e-06,0.0632991014383651
"ENSG00000214391","TUBAP2",-0.873406612801408,2.83374056802114e-06,0.0633879427660649
"ENSG00000075142","SRI",0.479561123579606,2.86110258131361e-06,0.0640000036414042
"ENSG00000198862","LTN1",0.587403649958138,2.98251120327298e-06,0.0667157931060133
"ENSG00000185252","ZNF74",-0.810031176535853,3.0456553730673e-06,0.0681282650401425
"ENSG00000243742",NA,-2.16350421382283,3.05455014317376e-06,0.0683272321526539
"ENSG00000176597","B3GNT5",0.860954662542506,3.09499508254925e-06,0.0692319450015442
"ENSG00000267480",NA,2.38707618268125,3.11362888920103e-06,0.0696487646225379
"ENSG00000169902","TPST1",-0.479722174798726,3.11593517895391e-06,0.0697003540180199
"ENSG00000151729","SLC25A4",0.660278760493752,3.17442475082497e-06,0.0710087072512037
"ENSG00000185189","NRBP2",0.493572355405674,3.18751753211371e-06,0.0713015796758516
"ENSG00000160746","ANO10",0.41778404802888,3.22065638917569e-06,0.0720428627694711
"ENSG00000101439","CST3",0.364098450536622,3.23062942823921e-06,0.072265949680283
"ENSG00000103365","GGA2",-0.410918183679485,3.23545130017278e-06,0.0723738101335649
"ENSG00000181381","DDX60L",0.497388548573561,3.28384321904728e-06,0.0734562889668685
"ENSG00000008441","NFIX",-0.326378391477542,3.28738067917762e-06,0.0735354184125241
"ENSG00000137752","CASP1",-0.677956619470777,3.2918039357668e-06,0.0736343622391676
"ENSG00000120942","UBIAD1",0.7011883201266,3.30641663278254e-06,0.0739612336587125
"ENSG00000184985","SORCS2",1.18268221505225,3.31227407120092e-06,0.0740922586986933
"ENSG00000237172","B3GNT9",-0.555619958422324,3.34038813359745e-06,0.0747211421604413
"ENSG00000143631","FLG",-0.867761737787283,3.40154515098897e-06,0.0760891634824722
"ENSG00000171792","RHNO1",-0.578938178479694,3.46050918626375e-06,0.0774081299875337
"ENSG00000135596","MICAL1",0.428882252621069,3.52806089412846e-06,0.0789191941407596
"ENSG00000196305","IARS1",-0.656785974287526,3.53301692779247e-06,0.0790300556577897
"ENSG00000095585","BLNK",-2.55538184990908,3.55553573507477e-06,0.0795337788578876
"ENSG00000196152","ZNF79",-0.800213848608391,3.57314944605616e-06,0.0799277799588303
"ENSG00000157827","FMNL2",0.505123309648836,3.59237204469188e-06,0.0803577702677128
"ENSG00000015520","NPC1L1",-2.82000667635817,3.65681032700289e-06,0.0817991902047275
"ENSG00000080822","CLDND1",0.501382821506288,3.66543684505711e-06,0.0819921567870824
"ENSG00000175066","GK5",0.600377937889988,3.6986312624221e-06,0.08273468270912
"ENSG00000198108","CHSY3",1.4330521339642,3.71387510090801e-06,0.0830756721322114
"ENSG00000253833","DSTNP3",1.153282307999,3.71617775392214e-06,0.0831271801774843
"ENSG00000196139","AKR1C3",-0.655881522430413,3.72976248827509e-06,0.0834310571002255
"ENSG00000169857","AVEN",0.627201503050383,3.73301638795586e-06,0.0835038435821847
"ENSG00000100968","NFATC4",-0.518003160240867,3.73925737124728e-06,0.0836434481374305
"ENSG00000108256","NUFIP2",0.389584698057909,3.74393971056572e-06,0.0837481873856445
"ENSG00000112414","ADGRG6",0.703038527716681,3.75663049538199e-06,0.0840320675511998
"ENSG00000011347","SYT7",-0.913808316703392,3.78056428116622e-06,0.0845674424054073
"ENSG00000261801","LOXL1-AS1",-0.686630253478028,3.80354298502029e-06,0.0850814530319189
"ENSG00000177575","CD163",4.36832279279288,3.85910767746234e-06,0.0863243796371552
"ENSG00000165195","PIGA",0.91794789292533,3.87894196644638e-06,0.086768052847439
"ENSG00000118526","TCF21",0.498551420354419,3.91166806521978e-06,0.0875001029509013
"ENSG00000115841","RMDN2",0.774248396566106,3.92191778431774e-06,0.0877293789174034
"ENSG00000180672",NA,1.27978809951139,3.98608390092629e-06,0.0891647107798203
"ENSG00000038274","MAT2B",0.527207205013846,3.98694105862833e-06,0.0891838845404571
"ENSG00000120896","SORBS3",0.424444543861066,4.09925902807977e-06,0.0916963251991163
"ENSG00000214274","ANG",1.12493015459865,4.12758911014551e-06,0.092330040804845
"ENSG00000165868","HSPA12A",-0.77154255992791,4.15216936915443e-06,0.0928798766186155
"ENSG00000106003","LFNG",-2.69125200992281,4.15963749103362e-06,0.093046931036931
"ENSG00000166946","CCNDBP1",0.421421696394839,4.17113905742225e-06,0.0933042095754782
"ENSG00000163017","ACTG2",1.63012703697274,4.22885529477823e-06,0.0945952640888941
"ENSG00000132824","SERINC3",0.411954138337546,4.24665775617348e-06,0.0949934873478445
"ENSG00000187634","SAMD11",-1.63037825926079,4.33430823443177e-06,0.0969541408960043
"ENSG00000150510","FAM124A",0.724989684772787,4.338007041097e-06,0.0970368795022989
"ENSG00000109846","CRYAB",0.480081891363128,4.38087779284106e-06,0.0979958553480616
"ENSG00000168386","FILIP1L",-0.589485579608993,4.43065899297842e-06,0.0991094110139344
"ENSG00000138135","CH25H",-1.67260734010555,4.48382974705599e-06,0.100298787611896
"ENSG00000139291","TMEM19",0.695925283989995,4.48795948846603e-06,0.100391165797497
"ENSG00000008853","RHOBTB2",0.547721011121339,4.56205005752119e-06,0.102048497736691
"ENSG00000072682","P4HA2",-0.360216444011582,4.56309364072982e-06,0.102071841649485
"ENSG00000224945",NA,0.860996729515698,4.5749971605874e-06,0.10233811148518
"ENSG00000110002","VWA5A",-0.480651200920647,4.63555934766079e-06,0.103692827047824
"ENSG00000169756","LIMS1",-0.421923416754052,4.71564602556913e-06,0.105484285945956
"ENSG00000233901","LINC01503",-0.961494819693663,4.93601911134434e-06,0.110413811501662
"ENSG00000153823","PID1",0.598124277299838,4.9444387069964e-06,0.110602149436802
"ENSG00000172379","ARNT2",0.559661867063354,4.99092821859799e-06,0.111642073321818
"ENSG00000259583","ALDH1A3-AS1",-1.09607117609832,5.0536854496223e-06,0.113045889822601
"ENSG00000205352","PRR13",0.469020627610185,5.10071072966576e-06,0.114097798311893
"ENSG00000205730","ITPRIPL2",0.387239221564627,5.24028392780497e-06,0.117219911181069
"ENSG00000109674","NEIL3",-1.42660338059944,5.2828979831082e-06,0.118173144984147
"ENSG00000162944","RFTN2",-0.856969472129096,5.31104115567495e-06,0.118802679611293
"ENSG00000124831","LRRFIP1",0.615383961993374,5.31823995077378e-06,0.118963709458859
"ENSG00000167371","PRRT2",-0.76320662697411,5.37593517446793e-06,0.120254293917673
"ENSG00000100401","RANGAP1",0.369861702110833,5.39212935685034e-06,0.120616541583385
"ENSG00000164465","DCBLD1",-0.543479306025277,5.43695415143374e-06,0.121619227413421
"ENSG00000186340","THBS2",-0.525744612020371,5.52391701754877e-06,0.123564499765548
"ENSG00000107438","PDLIM1",0.762430889813498,5.52765421268761e-06,0.123648097083609
"ENSG00000125772","GPCPD1",-0.564908086234162,5.5341774036669e-06,0.123794014342625
"ENSG00000166912","MTMR10",0.697198531513428,5.54696616426527e-06,0.12408008612845
"ENSG00000110422","HIPK3",0.555086485994153,5.5977508510124e-06,0.125216088786296
"ENSG00000133059","DSTYK",-0.455963427792729,5.73218859144104e-06,0.128223326601945
"ENSG00000123405","NFE2",-2.77245420434516,5.7631094888208e-06,0.128914996155433
"ENSG00000104043","ATP8B4",-0.518596644373212,5.78771348102374e-06,0.12946536285702
"ENSG00000168884","TNIP2",0.501251016710297,5.83165235802393e-06,0.130448231596637
"ENSG00000148834","GSTO1",0.435250839682072,5.87422367109629e-06,0.131400509298753
"ENSG00000173083","HPSE",1.3576255966069,5.93155703787928e-06,0.132682999380322
"ENSG00000181852","RNF41",0.438719011826934,5.97542852920232e-06,0.133664360769727
"ENSG00000143322","ABL2",0.52835680282516,6.00930377931594e-06,0.134422116239518
"ENSG00000223756",NA,-0.548680276417238,6.01319740099826e-06,0.13450921266293
"ENSG00000197119","SLC25A29",-0.652573557931394,6.13541378461404e-06,0.137243070948031
"ENSG00000179862","CITED4",1.41260504531599,6.22393933120314e-06,0.139223298899683
"ENSG00000260822",NA,0.829347897177954,6.23020475508705e-06,0.139363450166542
"ENSG00000144824","PHLDB2",-0.376944344557601,6.2704881444259e-06,0.140264549302663
"ENSG00000174680",NA,3.02578592422195,6.28360978900943e-06,0.140558067370352
"ENSG00000102760","RGCC",2.84899496320693,6.28678900820672e-06,0.140629183324576
"ENSG00000139624","CERS5",0.475522468904183,6.28970267548288e-06,0.140694359147877
"ENSG00000120526","NUDCD1",0.625571663670822,6.29866036450021e-06,0.140894733693505
"ENSG00000170899","GSTA4",-0.759559003036693,6.30199719352011e-06,0.140969375221851
"ENSG00000100906","NFKBIA",0.79876235051127,6.31206303461991e-06,0.141194538021413
